"PROVINCIA","MUNICIPIO","ESTACION","MAGNITUD","PUNTO_MUESTREO","ANO","MES","DIA","H01","V01","H02","V02","H03","V03","H04","V04","H05","V05","H06","V06","H07","V07","H08","V08","H09","V09","H10","V10","H11","V11","H12","V12","H13","V13","H14","V14","H15","V15","H16","V16","H17","V17","H18","V18","H19","V19","H20","V20","H21","V21","H22","V22","H23","V23","H24","V24"
28,79,102,81,"28079102_81_98",2024,3,7,0.62,"V",0.57,"V",0.6,"V",1.45,"V",0.47,"V",1.1,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,102,82,"28079102_82_98",2024,3,7,47,"V",74,"V",57,"V",95,"V",34,"V",93,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,102,83,"28079102_83_98",2024,3,7,5.9,"V",6,"V",5.7,"V",4.7,"V",4.1,"V",3.6,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,102,86,"28079102_86_98",2024,3,7,60,"V",56,"V",57,"V",59,"V",63,"V",66,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,102,87,"28079102_87_98",2024,3,7,938,"V",938,"V",938,"V",937,"V",937,"V",936,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,102,88,"28079102_88_98",2024,3,7,1,"V",1,"V",1,"V",1,"V",1,"V",1,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,102,89,"28079102_89_98",2024,3,7,0,"V",0,"V",0,"V",0,"V",0,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,103,81,"28079103_81_98",2024,3,7,0.08,"V",0.02,"V",0.27,"V",0.15,"V",0.05,"V",0.07,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,103,82,"28079103_82_98",2024,3,7,84,"V",141,"V",32,"V",107,"V",35,"V",63,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,103,83,"28079103_83_98",2024,3,7,5,"V",4,"V",3.9,"V",3.9,"V",2.5,"V",2.2,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,103,86,"28079103_86_98",2024,3,7,72,"V",77,"V",77,"V",72,"V",77,"V",78,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,103,87,"28079103_87_98",2024,3,7,947,"V",946,"V",946,"V",945,"V",945,"V",945,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,103,88,"28079103_88_98",2024,3,7,1,"V",1,"V",1,"V",1,"V",1,"V",1,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,103,89,"28079103_89_98",2024,3,7,0,"V",0,"V",0,"V",0,"V",0,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,104,81,"28079104_81_98",2024,3,7,0.03,"V",0.03,"V",0.23,"V",0.37,"V",0.26,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,104,82,"28079104_82_98",2024,3,7,144,"V",47,"V",92,"V",71,"V",145,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,106,81,"28079106_81_98",2024,3,7,0.02,"V",0,"V",0.03,"V",0.15,"V",0.08,"V",0.05,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,106,82,"28079106_82_98",2024,3,7,2,"V",0,"V",2,"V",1,"V",146,"V",161,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,106,83,"28079106_83_98",2024,3,7,2.6,"V",2.1,"V",1.4,"V",0.5,"V",-0.1,"V",-0.5,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,106,86,"28079106_86_98",2024,3,7,88,"V",90,"V",92,"V",93,"V",95,"V",95,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,106,87,"28079106_87_98",2024,3,7,949,"V",948,"V",948,"V",947,"V",947,"V",947,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,106,88,"28079106_88_98",2024,3,7,3,"V",3,"V",2,"V",2,"V",1,"V",3,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,106,89,"28079106_89_98",2024,3,7,0,"V",0,"V",0,"V",0,"V",0,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,107,81,"28079107_81_98",2024,3,7,0.3,"V",0.23,"V",0.28,"V",0.53,"V",0.23,"V",0.4,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,107,82,"28079107_82_98",2024,3,7,32,"V",21,"V",15,"V",6,"V",1,"V",11,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,107,83,"28079107_83_98",2024,3,7,5.9,"V",5.4,"V",5,"V",4.6,"V",3.8,"V",3.5,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,107,86,"28079107_86_98",2024,3,7,63,"V",66,"V",68,"V",69,"V",70,"V",71,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,107,87,"28079107_87_98",2024,3,7,938,"V",938,"V",937,"V",936,"V",936,"V",936,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,107,88,"28079107_88_98",2024,3,7,1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,107,89,"28079107_89_98",2024,3,7,0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,108,81,"28079108_81_98",2024,3,7,0.65,"V",0.58,"V",0.42,"V",0.73,"V",0.52,"V",0.77,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,108,82,"28079108_82_98",2024,3,7,114,"V",75,"V",34,"V",73,"V",35,"V",74,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,108,83,"28079108_83_98",2024,3,7,9.5,"V",9.1,"V",8.1,"V",7.3,"V",7.9,"V",7,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,108,86,"28079108_86_98",2024,3,7,58,"V",60,"V",63,"V",63,"V",61,"V",65,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,108,87,"28079108_87_98",2024,3,7,940,"V",940,"V",940,"V",939,"V",939,"V",939,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,108,88,"28079108_88_98",2024,3,7,1,"V",1,"V",1,"V",1,"V",1,"V",1,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,108,89,"28079108_89_98",2024,3,7,0,"V",0,"V",0,"V",0,"V",0,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,109,83,"28079109_83_98",2024,3,7,11.1,"V",10.3,"V",10.1,"V",9.4,"V",9.1,"V",8.5,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,109,86,"28079109_86_98",2024,3,7,52,"V",51,"V",50,"V",52,"V",55,"V",57,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,110,83,"28079110_83_98",2024,3,7,10.2,"V",9.8,"V",9.1,"V",9,"V",8.4,"V",8,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,110,86,"28079110_86_98",2024,3,7,56,"V",59,"V",60,"V",56,"V",60,"V",64,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,111,83,"28079111_83_98",2024,3,7,9.4,"V",9.2,"V",9.2,"V",8.4,"V",7.5,"V",7.4,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,111,86,"28079111_86_98",2024,3,7,56,"V",57,"V",55,"V",59,"V",61,"V",62,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,112,83,"28079112_83_98",2024,3,7,9.7,"V",9.2,"V",8.9,"V",8.3,"V",7.6,"V",7.1,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,112,86,"28079112_86_98",2024,3,7,58,"V",60,"V",60,"V",58,"V",62,"V",65,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
