"PROVINCIA","MUNICIPIO","ESTACION","MAGNITUD","PUNTO_MUESTREO","ANO","MES","DIA","H01","V01","H02","V02","H03","V03","H04","V04","H05","V05","H06","V06","H07","V07","H08","V08","H09","V09","H10","V10","H11","V11","H12","V12","H13","V13","H14","V14","H15","V15","H16","V16","H17","V17","H18","V18","H19","V19","H20","V20","H21","V21","H22","V22","H23","V23","H24","V24"
28,79,113,83,"28079113_83_98",2024,3,7,10.7,"V",10.2,"V",9.9,"V",9.5,"V",8.9,"V",8.5,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,113,86,"28079113_86_98",2024,3,7,58,"V",59,"V",59,"V",58,"V",60,"V",63,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,114,83,"28079114_83_98",2024,3,7,8.5,"V",8,"V",7.5,"V",6.8,"V",6.1,"V",5.6,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,114,86,"28079114_86_98",2024,3,7,70,"V",72,"V",75,"V",78,"V",80,"V",82,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,115,83,"28079115_83_98",2024,3,7,8.5,"V",8,"V",7.4,"V",6.8,"V",6.1,"V",5.6,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,115,86,"28079115_86_98",2024,3,7,70,"V",73,"V",75,"V",78,"V",80,"V",82,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,4,83,"28079004_83_98",2024,3,7,7.6,"V",7,"V",6.5,"V",7.9,"V",5.8,"V",5.2,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,8,83,"28079008_83_98",2024,3,7,9.9,"V",9.5,"V",9.2,"V",8.3,"V",7.7,"V",7.3,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,8,86,"28079008_86_98",2024,3,7,59,"V",59,"V",58,"V",61,"V",63,"V",66,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,16,83,"28079016_83_98",2024,3,7,8.9,"V",8.4,"V",7.8,"V",7.1,"V",6.4,"V",6.1,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,16,86,"28079016_86_98",2024,3,7,64,"V",67,"V",69,"V",72,"V",74,"V",75,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,18,83,"28079018_83_98",2024,3,7,8.5,"V",8.2,"V",7.4,"V",6.9,"V",6.6,"V",6,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,24,81,"28079024_81_98",2024,3,7,0.37,"V",0.37,"V",0.37,"V",0.44,"V",0.42,"V",0.61,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,24,82,"28079024_82_98",2024,3,7,19,"V",15,"V",11,"V",2,"V",102,"V",191,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,24,83,"28079024_83_98",2024,3,7,6.5,"V",6.2,"V",5.4,"V",4.8,"V",5,"V",3.6,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,24,86,"28079024_86_98",2024,3,7,75,"V",76,"V",80,"V",83,"V",79,"V",83,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,24,87,"28079024_87_98",2024,3,7,946,"V",946,"V",945,"V",944,"V",944,"V",943,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,24,88,"28079024_88_98",2024,3,7,1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,24,89,"28079024_89_98",2024,3,7,0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,35,83,"28079035_83_98",2024,3,7,10.8,"V",10.3,"V",10,"V",9.3,"V",8.8,"V",8.4,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,35,86,"28079035_86_98",2024,3,7,54,"V",54,"V",54,"V",56,"V",58,"V",60,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,36,83,"28079036_83_98",2024,3,7,8.4,"V",7.8,"V",7.6,"V",6.9,"V",5.8,"V",5.6,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,36,86,"28079036_86_98",2024,3,7,68,"V",70,"V",69,"V",71,"V",75,"V",77,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,38,83,"28079038_83_98",2024,3,7,9.6,"V",9.3,"V",9.3,"V",8.7,"V",7.7,"V",7.6,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,38,86,"28079038_86_98",2024,3,7,57,"V",57,"V",55,"V",57,"V",60,"V",61,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,39,83,"28079039_83_98",2024,3,7,9.1,"V",8.6,"V",8.1,"V",7.4,"V",7.1,"V",6.4,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,39,86,"28079039_86_98",2024,3,7,62,"V",64,"V",66,"V",68,"V",66,"V",71,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,39,89,"28079039_89_98",2024,3,7,0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,54,81,"28079054_81_98",2024,3,7,0.47,"V",0.49,"V",0.52,"V",0.63,"V",0.49,"V",0.69,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,54,82,"28079054_82_98",2024,3,7,45,"V",26,"V",41,"V",79,"V",4,"V",88,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,54,83,"28079054_83_98",2024,3,7,8.6,"V",7.9,"V",7.3,"V",6.5,"V",6,"V",5.3,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,54,86,"28079054_86_98",2024,3,7,66,"V",68,"V",70,"V",71,"V",71,"V",75,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,54,88,"28079054_88_98",2024,3,7,3,"V",3,"V",3,"V",3,"V",3,"V",3,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,54,89,"28079054_89_98",2024,3,7,0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,56,81,"28079056_81_98",2024,3,7,0.52,"V",0.53,"V",0.66,"V",0.54,"V",0.54,"V",0.51,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,56,82,"28079056_82_98",2024,3,7,65,"V",68,"V",55,"V",95,"V",199,"V",10,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,56,83,"28079056_83_98",2024,3,7,9,"V",8.4,"V",8,"V",6.7,"V",6.2,"V",5.3,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,56,86,"28079056_86_98",2024,3,7,73,"V",76,"V",76,"V",80,"V",80,"V",81,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,56,87,"28079056_87_98",2024,3,7,944,"V",944,"V",943,"V",942,"V",942,"V",941,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,56,89,"28079056_89_98",2024,3,7,0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,58,83,"28079058_83_98",2024,3,7,5.5,"V",5.5,"V",4.8,"V",4.3,"V",3.5,"V",2.7,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,58,86,"28079058_86_98",2024,3,7,85,"V",86,"V",88,"V",90,"V",91,"V",91,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,59,81,"28079059_81_98",2024,3,7,0.35,"V",0.36,"V",0.54,"V",0.4,"V",0.37,"V",0.38,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,59,82,"28079059_82_98",2024,3,7,18,"V",13,"V",16,"V",15,"V",8,"V",40,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,59,83,"28079059_83_98",2024,3,7,7.1,"V",6.5,"V",5.6,"V",4.9,"V",4.7,"V",4.4,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,59,86,"28079059_86_98",2024,3,7,74,"V",76,"V",80,"V",82,"V",81,"V",82,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,59,87,"28079059_87_98",2024,3,7,937,"V",936,"V",936,"V",935,"V",934,"V",934,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,59,88,"28079059_88_98",2024,3,7,1,"V",1,"V",1,"V",1,"V",1,"V",1,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
28,79,59,89,"28079059_89_98",2024,3,7,0,"V",0,"V",0,"V",0,"V",0,"V",0,"V",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N"
